clickstream_id,session_id,customer_id,customer_segment,campaign_id,campaign_group,device_type,referrer,location,timestamp,event_order,event_type,page,scroll_depth,product_id,name,category,price,stock,discount_applied,bounce_flag,cart_size
8a1d20fc-7821-45ba-b3d5-20e434bdabfb_2,8a1d20fc-7821-45ba-b3d5-20e434bdabfb,CUST025,High Spenders,CAMP059,treatment,Mobile,google.com,Clarke Quay,2024-12-10 15:52:14,3,Cart View,/cart,,,,,,,,0,5
8a1d20fc-7821-45ba-b3d5-20e434bdabfb_3,8a1d20fc-7821-45ba-b3d5-20e434bdabfb,CUST025,High Spenders,CAMP059,treatment,Mobile,google.com,Clarke Quay,2024-12-10 15:52:46,4,Product View,/product/PROD087,,PROD087,Classic Farmhouse Chicken,Meat & Seafood,9.57,in stock,0.0,0,5
668ce865-5622-4e4c-963c-c334c4e89559_0,668ce865-5622-4e4c-963c-c334c4e89559,CUST051,Active Customers,CAMP062,treatment,Mobile,google.com,Geylang,2024-12-04 20:20:35,1,Home View,/home,20.0,,,,,,,0,1
668ce865-5622-4e4c-963c-c334c4e89559_1,668ce865-5622-4e4c-963c-c334c4e89559,CUST051,Active Customers,CAMP062,treatment,Mobile,google.com,Geylang,2024-12-04 20:20:48,2,Cart View,/cart,,,,,,,,0,1
668ce865-5622-4e4c-963c-c334c4e89559_2,668ce865-5622-4e4c-963c-c334c4e89559,CUST051,Active Customers,CAMP062,treatment,Mobile,google.com,Geylang,2024-12-04 20:21:26,3,Product View,/product/PROD078,,PROD078,Deluxe SCS Cheese,Dairy & Eggs,57.99,in stock,0.0,0,1
668ce865-5622-4e4c-963c-c334c4e89559_3,668ce865-5622-4e4c-963c-c334c4e89559,CUST051,Active Customers,CAMP062,treatment,Mobile,google.com,Geylang,2024-12-04 20:22:15,4,Add to Cart,/add_to_cart/PROD078,,PROD078,Deluxe SCS Cheese,,57.99,in stock,0.0,0,2
668ce865-5622-4e4c-963c-c334c4e89559_4,668ce865-5622-4e4c-963c-c334c4e89559,CUST051,Active Customers,CAMP062,treatment,Mobile,google.com,Geylang,2024-12-04 20:22:27,5,Cart View,/cart,,,,,,,,0,2
2f63c659-be33-49e2-b9d8-95068b71c2e8_0,2f63c659-be33-49e2-b9d8-95068b71c2e8,CUST091,Churn Risk Customers,CAMP107,treatment,Tablet,facebook.com,Compassvale,2024-12-20 21:38:19,1,Product View,/product/PROD001,0.0,PROD001,Classic CP Dumplings,Frozen Food,68.15,in stock,0.0,0,5
2f63c659-be33-49e2-b9d8-95068b71c2e8_1,2f63c659-be33-49e2-b9d8-95068b71c2e8,CUST091,Churn Risk Customers,CAMP107,treatment,Tablet,facebook.com,Compassvale,2024-12-20 21:38:47,2,Add to Cart,/add_to_cart/PROD001,,PROD001,Classic CP Dumplings,,68.15,in stock,0.0,0,6
2f63c659-be33-49e2-b9d8-95068b71c2e8_2,2f63c659-be33-49e2-b9d8-95068b71c2e8,CUST091,Churn Risk Customers,CAMP107,treatment,Tablet,facebook.com,Compassvale,2024-12-20 21:39:11,3,Cart View,/cart,,,,,,,,0,6
2f63c659-be33-49e2-b9d8-95068b71c2e8_3,2f63c659-be33-49e2-b9d8-95068b71c2e8,CUST091,Churn Risk Customers,CAMP107,treatment,Tablet,facebook.com,Compassvale,2024-12-20 21:39:32,4,Checkout Start,/checkout,,,,,,,,0,6
2f63c659-be33-49e2-b9d8-95068b71c2e8_4,2f63c659-be33-49e2-b9d8-95068b71c2e8,CUST091,Churn Risk Customers,CAMP107,treatment,Tablet,facebook.com,Compassvale,2024-12-20 21:40:03,5,Payment Attempt,/payment,,,,,,,,0,6
2f63c659-be33-49e2-b9d8-95068b71c2e8_5,2f63c659-be33-49e2-b9d8-95068b71c2e8,CUST091,Churn Risk Customers,CAMP107,treatment,Tablet,facebook.com,Compassvale,2024-12-20 21:41:09,6,Payment Successful,/payment/success,,,,,,,,0,6
2f63c659-be33-49e2-b9d8-95068b71c2e8_6,2f63c659-be33-49e2-b9d8-95068b71c2e8,CUST091,Churn Risk Customers,CAMP107,treatment,Tablet,facebook.com,Compassvale,2024-12-20 21:41:15,7,Home View,/home,3.0,,,,,,,0,6
ea50e09c-420e-4766-a859-4134b5eb883e_0,ea50e09c-420e-4766-a859-4134b5eb883e,CUST034,New Customers,CAMP071,treatment,Mobile,facebook.com,Tiong Bahru,2024-12-08 21:30:55,1,Product View,/product/PROD093,20.0,PROD093,Classic Lee Kum Kee Cooking Oil,Pantry Staples,3.57,in stock,0.0,0,2
ea50e09c-420e-4766-a859-4134b5eb883e_1,ea50e09c-420e-4766-a859-4134b5eb883e,CUST034,New Customers,CAMP071,treatment,Mobile,facebook.com,Tiong Bahru,2024-12-08 21:31:47,2,Add to Cart,/add_to_cart/PROD093,,PROD093,Classic Lee Kum Kee Cooking Oil,,3.57,in stock,0.0,0,3
ea50e09c-420e-4766-a859-4134b5eb883e_2,ea50e09c-420e-4766-a859-4134b5eb883e,CUST034,New Customers,CAMP071,treatment,Mobile,facebook.com,Tiong Bahru,2024-12-08 21:31:58,3,Cart View,/cart,,,,,,,,0,3
ea50e09c-420e-4766-a859-4134b5eb883e_3,ea50e09c-420e-4766-a859-4134b5eb883e,CUST034,New Customers,CAMP071,treatment,Mobile,facebook.com,Tiong Bahru,2024-12-08 21:32:12,4,Checkout Start,/checkout,,,,,,,,0,3
ea50e09c-420e-4766-a859-4134b5eb883e_4,ea50e09c-420e-4766-a859-4134b5eb883e,CUST034,New Customers,CAMP071,treatment,Mobile,facebook.com,Tiong Bahru,2024-12-08 21:32:58,5,Payment Attempt,/payment,,,,,,,,0,3
ea50e09c-420e-4766-a859-4134b5eb883e_5,ea50e09c-420e-4766-a859-4134b5eb883e,CUST034,New Customers,CAMP071,treatment,Mobile,facebook.com,Tiong Bahru,2024-12-08 21:34:28,6,Payment Failed,/payment/fail,,,,,,,,0,3
ea50e09c-420e-4766-a859-4134b5eb883e_6,ea50e09c-420e-4766-a859-4134b5eb883e,CUST034,New Customers,CAMP071,treatment,Mobile,facebook.com,Tiong Bahru,2024-12-08 21:34:50,7,Home View,/home,40.0,,,,,,,0,3
d00ee85d-d692-4249-8e8c-56255de9a459_0,d00ee85d-d692-4249-8e8c-56255de9a459,CUST059,High Spenders,CAMP039,treatment,Mobile,tiktok.com,Loyang,2024-12-27 19:37:40,1,Home View,/home,7.0,,,,,,,0,3
d00ee85d-d692-4249-8e8c-56255de9a459_1,d00ee85d-d692-4249-8e8c-56255de9a459,CUST059,High Spenders,CAMP039,treatment,Mobile,tiktok.com,Loyang,2024-12-27 19:37:49,2,Category View,/category/health-&-beauty,30.0,,,Health & Beauty,,,,0,3
d00ee85d-d692-4249-8e8c-56255de9a459_2,d00ee85d-d692-4249-8e8c-56255de9a459,CUST059,High Spenders,CAMP039,treatment,Mobile,tiktok.com,Loyang,2024-12-27 19:38:13,3,Product View,/product/PROD002,11.0,PROD002,Extra Dove Conditioner,Health & Beauty,69.28,in stock,0.0,0,3
d00ee85d-d692-4249-8e8c-56255de9a459_3,d00ee85d-d692-4249-8e8c-56255de9a459,CUST059,High Spenders,CAMP039,treatment,Mobile,tiktok.com,Loyang,2024-12-27 19:38:45,4,Add to Cart,/add_to_cart/PROD002,,PROD002,Extra Dove Conditioner,,69.28,in stock,0.0,0,4
d00ee85d-d692-4249-8e8c-56255de9a459_4,d00ee85d-d692-4249-8e8c-56255de9a459,CUST059,High Spenders,CAMP039,treatment,Mobile,tiktok.com,Loyang,2024-12-27 19:38:57,5,Cart View,/cart,,,,,,,,0,4
f8304294-f434-4515-a144-8cde81134e2a_0,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:32:52,1,Product View,/product/PROD069,9.0,PROD069,Deluxe Meiji Cream,Dairy & Eggs,77.0,in stock,0.0,0,0
f8304294-f434-4515-a144-8cde81134e2a_1,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:33:15,2,Home View,/home,9.0,,,,,,,0,0
f8304294-f434-4515-a144-8cde81134e2a_2,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:33:30,3,Search View,/search?q=Maggi,75.0,,,,,,,0,0
f8304294-f434-4515-a144-8cde81134e2a_3,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:34:01,4,Category View,/category/fresh-produce,7.0,,,Fresh Produce,,,,0,0
f8304294-f434-4515-a144-8cde81134e2a_4,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:34:05,5,Search View,/search?q=Heaven,75.0,,,,,,,0,0
f8304294-f434-4515-a144-8cde81134e2a_5,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:34:24,6,Product View,/product/PROD058,75.0,PROD058,Premium Heaven & Earth Soda,"['Beverages', 'Beverages']",31.23,in stock,0.0,0,0
f8304294-f434-4515-a144-8cde81134e2a_6,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:35:04,7,Search View,/search?q=Philips,8.0,,,,,,,0,0
f8304294-f434-4515-a144-8cde81134e2a_7,f8304294-f434-4515-a144-8cde81134e2a,CUST092,New Customers,,non-campaign,Desktop,google.com,Tuas,2024-10-01 06:35:23,8,Category View,/category/snacks,30.0,,,Snacks,,,,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_0,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:36:15,1,Search View,/search?q=Sensodyne,20.0,,,,,,,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_1,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:36:29,2,Product View,/product/PROD097,0.0,PROD097,Premium Sensodyne Body Wash,"['Health & Beauty', 'Health & Beauty']",89.83,in stock,0.0,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_2,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:37:05,3,Home View,/home,75.0,,,,,,,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_3,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:37:16,4,Product View,/product/PROD022,100.0,PROD022,Deluxe Ritz Cookies,Snacks,77.95,in stock,0.0,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_4,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:38:05,5,Category View,/category/canned-goods,50.0,,,Canned Goods,,,,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_5,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:38:14,6,Product View,/product/PROD014,40.0,PROD014,Extra Heinz Soup,Canned Goods,85.5,in stock,0.0,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_6,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:38:42,7,Home View,/home,13.0,,,,,,,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_7,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:38:46,8,Search View,/search?q=Cream,0.0,,,,,,,0,0
dd773da1-224b-4fc5-9929-cb42a52687b1_8,dd773da1-224b-4fc5-9929-cb42a52687b1,CUST091,Churn Risk Customers,CAMP063,treatment,Mobile,google.com,Compassvale,2024-12-30 21:39:03,9,Product View,/product/PROD051,60.0,PROD051,Deluxe Farmhouse Cream,"['Dairy & Eggs', 'Dairy & Eggs']",58.92,,0.0,0,0
0ca6d210-f22e-454f-b70d-579bf0eb6067_0,0ca6d210-f22e-454f-b70d-579bf0eb6067,CUST098,High Spenders,CAMP070,treatment,Mobile,google.com,Bukit Panjang,2024-12-16 20:07:38,1,Search View,/search?q=Salmon,40.0,,,,,,,0,4
0ca6d210-f22e-454f-b70d-579bf0eb6067_1,0ca6d210-f22e-454f-b70d-579bf0eb6067,CUST098,High Spenders,CAMP070,treatment,Mobile,google.com,Bukit Panjang,2024-12-16 20:07:54,2,Product View,/product/PROD003,7.0,PROD003,Premium McCain Fries,"['Frozen Food', 'Frozen Food']",24.17,in stock,0.0,0,4
0ca6d210-f22e-454f-b70d-579bf0eb6067_2,0ca6d210-f22e-454f-b70d-579bf0eb6067,CUST098,High Spenders,CAMP070,treatment,Mobile,google.com,Bukit Panjang,2024-12-16 20:08:44,3,Add to Cart,/add_to_cart/PROD003,,PROD003,Premium McCain Fries,,24.17,in stock,0.0,0,5
0ca6d210-f22e-454f-b70d-579bf0eb6067_3,0ca6d210-f22e-454f-b70d-579bf0eb6067,CUST098,High Spenders,CAMP070,treatment,Mobile,google.com,Bukit Panjang,2024-12-16 20:08:54,4,Cart View,/cart,,,,,,,,0,5
0ca6d210-f22e-454f-b70d-579bf0eb6067_4,0ca6d210-f22e-454f-b70d-579bf0eb6067,CUST098,High Spenders,CAMP070,treatment,Mobile,google.com,Bukit Panjang,2024-12-16 20:09:22,5,Checkout Start,/checkout,,,,,,,,0,5
0ca6d210-f22e-454f-b70d-579bf0eb6067_5,0ca6d210-f22e-454f-b70d-579bf0eb6067,CUST098,High Spenders,CAMP070,treatment,Mobile,google.com,Bukit Panjang,2024-12-16 20:11:14,6,Payment Attempt,/payment,,,,,,,,0,5
0ca6d210-f22e-454f-b70d-579bf0eb6067_6,0ca6d210-f22e-454f-b70d-579bf0eb6067,CUST098,High Spenders,CAMP070,treatment,Mobile,google.com,Bukit Panjang,2024-12-16 20:13:30,7,Payment Successful,/payment/success,,,,,,,,0,5
2bcdec0a-b509-46f3-81cd-716d6bc96993_0,2bcdec0a-b509-46f3-81cd-716d6bc96993,CUST025,High Spenders,CAMP090,treatment,Tablet,facebook.com,Tiong Bahru,2024-12-20 01:39:10,1,Product View,/product/PROD030,100.0,PROD030,Extra FairPrice Salt,Pantry Staples,84.44,in stock,0.0,0,4
2bcdec0a-b509-46f3-81cd-716d6bc96993_1,2bcdec0a-b509-46f3-81cd-716d6bc96993,CUST025,High Spenders,CAMP090,treatment,Tablet,facebook.com,Tiong Bahru,2024-12-20 01:39:51,2,Add to Cart,/add_to_cart/PROD030,,PROD030,Extra FairPrice Salt,,84.44,in stock,0.0,0,5
2bcdec0a-b509-46f3-81cd-716d6bc96993_2,2bcdec0a-b509-46f3-81cd-716d6bc96993,CUST025,High Spenders,CAMP090,treatment,Tablet,facebook.com,Tiong Bahru,2024-12-20 01:39:59,3,Remove from Cart,/remove_from_cart/PROD078,,PROD078,Deluxe SCS Cheese,,57.99,in stock,0.0,0,4
2bcdec0a-b509-46f3-81cd-716d6bc96993_3,2bcdec0a-b509-46f3-81cd-716d6bc96993,CUST025,High Spenders,CAMP090,treatment,Tablet,facebook.com,Tiong Bahru,2024-12-20 01:40:05,4,Product View,/product/PROD006,20.0,PROD006,Deluxe Knife Sugar,Pantry Staples,24.63,in stock,0.0,0,4
2bcdec0a-b509-46f3-81cd-716d6bc96993_4,2bcdec0a-b509-46f3-81cd-716d6bc96993,CUST025,High Spenders,CAMP090,treatment,Tablet,facebook.com,Tiong Bahru,2024-12-20 01:40:51,5,Add to Cart,/add_to_cart/PROD006,,PROD006,Deluxe Knife Sugar,,24.63,in stock,0.0,0,5
1d9e2a76-595b-488b-b58a-05199ebbbbfe_0,1d9e2a76-595b-488b-b58a-05199ebbbbfe,CUST074,Active Customers,CAMP077,treatment,Mobile,google.com,Newton,2024-12-04 22:04:05,1,Search View,/search?q=Cream,10.0,,,,,,,0,5
1d9e2a76-595b-488b-b58a-05199ebbbbfe_1,1d9e2a76-595b-488b-b58a-05199ebbbbfe,CUST074,Active Customers,CAMP077,treatment,Mobile,google.com,Newton,2024-12-04 22:04:16,2,Product View,/product/PROD051,8.0,PROD051,Deluxe Farmhouse Cream,"['Dairy & Eggs', 'Dairy & Eggs']",58.92,,0.0,0,5
1d9e2a76-595b-488b-b58a-05199ebbbbfe_2,1d9e2a76-595b-488b-b58a-05199ebbbbfe,CUST074,Active Customers,CAMP077,treatment,Mobile,google.com,Newton,2024-12-04 22:04:39,3,Add to Cart,/add_to_cart/PROD051,,PROD051,Deluxe Farmhouse Cream,,58.92,,0.0,0,6
1d9e2a76-595b-488b-b58a-05199ebbbbfe_3,1d9e2a76-595b-488b-b58a-05199ebbbbfe,CUST074,Active Customers,CAMP077,treatment,Mobile,google.com,Newton,2024-12-04 22:04:55,4,Product View,/product/PROD055,6.0,PROD055,Classic Gardenia Bread,Bakery,25.85,in stock,0.0,0,6
510e8dbf-6fa8-4747-afff-63bbf7680a5a_0,510e8dbf-6fa8-4747-afff-63bbf7680a5a,CUST059,High Spenders,CAMP059,treatment,Mobile,google.com,Lakeside,2024-12-23 20:49:05,1,Home View,/home,85.0,,,,,,,0,4
510e8dbf-6fa8-4747-afff-63bbf7680a5a_1,510e8dbf-6fa8-4747-afff-63bbf7680a5a,CUST059,High Spenders,CAMP059,treatment,Mobile,google.com,Lakeside,2024-12-23 20:49:15,2,Cart View,/cart,,,,,,,,0,4
510e8dbf-6fa8-4747-afff-63bbf7680a5a_2,510e8dbf-6fa8-4747-afff-63bbf7680a5a,CUST059,High Spenders,CAMP059,treatment,Mobile,google.com,Lakeside,2024-12-23 20:49:34,3,Remove from Cart,/remove_from_cart/PROD046,,PROD046,Extra FairPrice Cooking Oil,,67.66,,0.0,0,3
510e8dbf-6fa8-4747-afff-63bbf7680a5a_3,510e8dbf-6fa8-4747-afff-63bbf7680a5a,CUST059,High Spenders,CAMP059,treatment,Mobile,google.com,Lakeside,2024-12-23 20:50:15,4,Product View,/product/PROD098,30.0,PROD098,Extra MamyPoko Formula,Baby Products,7.18,in stock,0.0,0,3
510e8dbf-6fa8-4747-afff-63bbf7680a5a_4,510e8dbf-6fa8-4747-afff-63bbf7680a5a,CUST059,High Spenders,CAMP059,treatment,Mobile,google.com,Lakeside,2024-12-23 20:50:56,5,Add to Cart,/add_to_cart/PROD098,,PROD098,Extra MamyPoko Formula,,7.18,in stock,0.0,0,4
d6aaa960-bcdd-4c45-958e-63b79defd34f_0,d6aaa960-bcdd-4c45-958e-63b79defd34f,CUST092,New Customers,,non-campaign,Mobile,email_campaign,Choa Chu Kang,2024-10-27 22:06:06,1,Home View,/home,75.0,,,,,,,0,0
d6aaa960-bcdd-4c45-958e-63b79defd34f_1,d6aaa960-bcdd-4c45-958e-63b79defd34f,CUST092,New Customers,,non-campaign,Mobile,email_campaign,Choa Chu Kang,2024-10-27 22:06:16,2,Search View,/search?q=Produce,2.0,,,,,,,0,0
d6aaa960-bcdd-4c45-958e-63b79defd34f_2,d6aaa960-bcdd-4c45-958e-63b79defd34f,CUST092,New Customers,,non-campaign,Mobile,email_campaign,Choa Chu Kang,2024-10-27 22:06:25,3,Product View,/product/PROD049,6.0,PROD049,Premium Ayam Brand Flour,['Pantry Staples'],12.19,in stock,0.0,0,0
d6aaa960-bcdd-4c45-958e-63b79defd34f_3,d6aaa960-bcdd-4c45-958e-63b79defd34f,CUST092,New Customers,,non-campaign,Mobile,email_campaign,Choa Chu Kang,2024-10-27 22:06:47,4,Search View,/search?q=Dole,6.0,,,,,,,0,0
d6aaa960-bcdd-4c45-958e-63b79defd34f_4,d6aaa960-bcdd-4c45-958e-63b79defd34f,CUST092,New Customers,,non-campaign,Mobile,email_campaign,Choa Chu Kang,2024-10-27 22:07:01,5,Category View,/category/snacks,75.0,,,Snacks,,,,0,0
d6aaa960-bcdd-4c45-958e-63b79defd34f_5,d6aaa960-bcdd-4c45-958e-63b79defd34f,CUST092,New Customers,,non-campaign,Mobile,email_campaign,Choa Chu Kang,2024-10-27 22:07:27,6,Home View,/home,14.0,,,,,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_0,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:12:51,1,Product View,/product/PROD028,75.0,PROD028,Extra Dole Bananas,Fresh Produce,78.59,in stock,0.0,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_1,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:13:45,2,Category View,/category/fresh-produce,25.0,,,Fresh Produce,,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_2,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:13:55,3,Search View,/search?q=Canned+Goods,2.0,,,,,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_3,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:14:04,4,Category View,"/category/lifestyle-&-recreation-(fitness,-toys,-travel)",75.0,,,"Lifestyle & Recreation (Fitness, Toys, Travel)",,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_4,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:14:17,5,Product View,/product/PROD090,1.0,PROD090,Classic Nike Dumbbells,"Lifestyle & Recreation (Fitness, Toys, Travel)",93.46,in stock,0.0,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_5,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:14:57,6,Home View,/home,9.0,,,,,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_6,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:15:08,7,Product View,/product/PROD093,10.0,PROD093,Classic Lee Kum Kee Cooking Oil,Pantry Staples,3.57,in stock,0.0,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_7,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:15:42,8,Home View,/home,100.0,,,,,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_8,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:15:54,9,Category View,/category/bakery,60.0,,,Bakery,,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_9,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:16:06,10,Home View,/home,50.0,,,,,,,0,0
a97e0faa-e57a-438f-a2a5-a7734b6d0c78_10,a97e0faa-e57a-438f-a2a5-a7734b6d0c78,CUST074,Active Customers,CAMP062,treatment,Mobile,facebook.com,Tanjong Pagar,2024-12-01 19:16:16,11,Search View,/search?q=Farmhouse,40.0,,,,,,,0,0
d19e96e8-0c9e-4fc8-adb8-a6741a2218f8_0,d19e96e8-0c9e-4fc8-adb8-a6741a2218f8,CUST066,New Customers,CAMP021,treatment,Mobile,google.com,Jurong East,2024-12-30 23:22:54,1,Search View,/search?q=Hand,3.0,,,,,,,0,0
d19e96e8-0c9e-4fc8-adb8-a6741a2218f8_1,d19e96e8-0c9e-4fc8-adb8-a6741a2218f8,CUST066,New Customers,CAMP021,treatment,Mobile,google.com,Jurong East,2024-12-30 23:23:11,2,Category View,/category/snacks,85.0,,,Snacks,,,,0,0
d19e96e8-0c9e-4fc8-adb8-a6741a2218f8_2,d19e96e8-0c9e-4fc8-adb8-a6741a2218f8,CUST066,New Customers,CAMP021,treatment,Mobile,google.com,Jurong East,2024-12-30 23:23:34,3,Home View,/home,40.0,,,,,,,0,0
d19e96e8-0c9e-4fc8-adb8-a6741a2218f8_3,d19e96e8-0c9e-4fc8-adb8-a6741a2218f8,CUST066,New Customers,CAMP021,treatment,Mobile,google.com,Jurong East,2024-12-30 23:23:48,4,Category View,/category/fresh-produce,60.0,,,Fresh Produce,,,,0,0
d19e96e8-0c9e-4fc8-adb8-a6741a2218f8_4,d19e96e8-0c9e-4fc8-adb8-a6741a2218f8,CUST066,New Customers,CAMP021,treatment,Mobile,google.com,Jurong East,2024-12-30 23:23:57,5,Search View,/search?q=Pantene,90.0,,,,,,,0,0
a04a4687-f8d1-4c6d-be13-28f34e1e62ca_0,a04a4687-f8d1-4c6d-be13-28f34e1e62ca,CUST047,New Customers,CAMP051,treatment,Mobile,google.com,Khatib,2024-12-06 23:23:11,1,Home View,/home,3.0,,,,,,,0,1
a04a4687-f8d1-4c6d-be13-28f34e1e62ca_1,a04a4687-f8d1-4c6d-be13-28f34e1e62ca,CUST047,New Customers,CAMP051,treatment,Mobile,google.com,Khatib,2024-12-06 23:23:15,2,Cart View,/cart,,,,,,,,0,1
a04a4687-f8d1-4c6d-be13-28f34e1e62ca_2,a04a4687-f8d1-4c6d-be13-28f34e1e62ca,CUST047,New Customers,CAMP051,treatment,Mobile,google.com,Khatib,2024-12-06 23:23:41,3,Remove from Cart,/remove_from_cart/PROD047,,PROD047,Extra Pokka Tea,,40.16,in stock,0.0,0,0
a04a4687-f8d1-4c6d-be13-28f34e1e62ca_3,a04a4687-f8d1-4c6d-be13-28f34e1e62ca,CUST047,New Customers,CAMP051,treatment,Mobile,google.com,Khatib,2024-12-06 23:25:09,4,Product View,/product/PROD098,11.0,PROD098,Extra MamyPoko Formula,Baby Products,7.18,in stock,0.0,0,0
a04a4687-f8d1-4c6d-be13-28f34e1e62ca_4,a04a4687-f8d1-4c6d-be13-28f34e1e62ca,CUST047,New Customers,CAMP051,treatment,Mobile,google.com,Khatib,2024-12-06 23:25:48,5,Category View,/category/beverages,30.0,,,Beverages,,,,0,0
a04a4687-f8d1-4c6d-be13-28f34e1e62ca_5,a04a4687-f8d1-4c6d-be13-28f34e1e62ca,CUST047,New Customers,CAMP051,treatment,Mobile,google.com,Khatib,2024-12-06 23:26:07,6,Product View,/product/PROD068,6.0,PROD068,Deluxe Coca-Cola Soda,Beverages,91.93,in stock,0.0,0,0
2949aaf6-fff0-4c54-885a-699f528042d3_0,2949aaf6-fff0-4c54-885a-699f528042d3,CUST098,High Spenders,CAMP050,treatment,Mobile,google.com,Bukit Panjang,2024-12-30 20:10:22,1,Search View,/search?q=MamyPoko,25.0,,,,,,,0,2
2949aaf6-fff0-4c54-885a-699f528042d3_1,2949aaf6-fff0-4c54-885a-699f528042d3,CUST098,High Spenders,CAMP050,treatment,Mobile,google.com,Bukit Panjang,2024-12-30 20:10:37,2,Product View,/product/PROD098,30.0,PROD098,Extra MamyPoko Formula,"['Baby Products', 'Baby Products']",7.18,in stock,0.0,0,2
